2.930309910509794e-09,2.930309910509794e-09,2.930309910509794e-09,2.930309910509794e-09,8.790927731529383e-09,8.790927731529383e-09,8.790927731529383e-09,8.790927731529383e-09,2.930309910509794e-09,2.930309910509794e-09,2.930309910509794e-09,2.930309910509794e-09,8.790927731529383e-09,8.790927731529383e-09,8.790927731529383e-09,8.790927731529383e-09
25.000000017581858,25.000000017581858,75.00000000586061,75.00000000586061,25.000000017581858,25.000000017581858,75.00000000586061,75.00000000586061,25.000000017581858,25.000000017581858,75.00000000586061,75.00000000586061,25.000000017581858,25.000000017581858,75.00000000586061,75.00000000586061
2.5075,2.5075,2.5075,2.5075,2.5075,2.5075,2.5075,2.5075,7.5024999999999995,7.5024999999999995,7.5024999999999995,7.5024999999999995,7.5024999999999995,7.5024999999999995,7.5024999999999995,7.5024999999999995
137.5,212.5,137.5,212.5,137.5,212.5,137.5,212.5,137.5,212.5,137.5,212.5,137.5,212.5,137.5,212.5
3.2083456151615745e-10,4.958352432370858e-10,1.0897580441740732e-10,1.6841716433023549e-10,3.2051501089967244e-10,4.953413922287755e-10,1.0891345116744893e-10,1.683208001620216e-10,1.439354013585885e-10,2.2244563280909292e-10,4.7994479906079504e-11,7.417329733607194e-11,1.4380462371703187e-10,2.2224352160919408e-10,4.796842415674572e-11,7.41330290750282e-11
6.41669145929311e-10,9.91670507750185e-10,2.1795162962803681e-10,3.3683434738008357e-10,6.410300446713658e-10,9.906828058586653e-10,2.1782692311474006e-10,3.366416190313421e-10,2.878708292394514e-10,4.448912894473909e-10,9.598897725597394e-11,1.4834661576630402e-10,2.8760927380087853e-10,4.4448706769229147e-10,9.593686569587087e-11,1.4826607916991098e-10
3.2083457833019634e-09,4.958352552455836e-09,1.089758238819583e-09,1.6841718282107892e-09,3.2051502771867677e-09,4.9534140431124296e-09,1.0891347058236315e-09,1.6832081863327932e-09,1.4393542198044801e-09,2.2244565345757427e-09,4.799449926704739e-10,7.417331787466291e-10,1.438046443353155e-09,2.2224354258059575e-09,4.79684432539858e-10,7.413304950216362e-10
6.416691506356951e-09,9.916704928880787e-09,2.1795164820659903e-09,3.3683436392720294e-09,6.410300494250792e-09,9.906827910368635e-09,2.1782694161474047e-09,3.366416355535348e-09,2.87870846070321e-09,4.448913090841266e-09,9.598900032046434e-10,1.4834663807464522e-09,2.876092907806733e-09,4.444870872650803e-09,9.593688832715568e-10,1.4826610132145528e-09
3.208345425120407e-08,4.958351668819116e-08,1.0897581854265816e-08,1.684171673481321e-08,3.2051499195830064e-08,4.953413160767116e-08,1.0891346524951719e-08,1.683208031748631e-08,1.4393542334510396e-08,2.22445652735966e-08,4.799450106829652e-09,7.417331992713213e-09,1.4380464570761236e-08,2.222435418383963e-08,4.7968445056712114e-09,7.4133051551313856e-09
6.41669001688184e-08,9.916701350676478e-08,2.1795162097119388e-08,3.368342957236979e-08,6.410299007028168e-08,9.906824337523003e-08,2.1782691440037565e-08,3.3664156741090016e-08,2.878708437087183e-08,4.448913001982972e-08,9.598900231514913e-09,1.483466393645852e-08,2.8760928843429688e-08,4.4448707841329907e-08,9.593689029917285e-09,1.4826610261467511e-08
3.20834167865309e-07,4.95834272138441e-07,1.0897574542981805e-07,1.6841699264029025e-07,3.2051461786683273e-07,4.953404226615626e-07,1.0891339220016233e-07,1.683206286167675e-07,1.439354127345047e-07,2.2244562817115786e-07,4.7994500002221695e-08,7.417331711211058e-08,1.4380463511388123e-07,2.2224351732048215e-07,4.796844399595802e-08,7.413304873995405e-08
6.416675031381359e-07,9.916665556796392e-07,2.1795132838498298e-07,3.368335972143248e-07,6.410284043767251e-07,9.906788596769421e-07,2.1782662206475666e-07,3.3664086949959915e-07,2.878708024690548e-07,4.44891201383814e-07,9.598899745232563e-08,1.4834662812491547e-07,2.876092472694086e-07,4.44486979782217e-07,9.593688544214242e-08,1.4826609138684145e-07
3.2083042130358945e-06,4.958253240315114e-06,1.089750142930909e-06,1.6841524641449352e-06,3.2051087686496316e-06,4.95331487833496e-06,1.0891266168964887e-06,1.6831888388661234e-06,1.4393530916829124e-06,2.224453807843834e-06,4.799448849820921e-07,7.417328961981981e-07,1.4380453173572133e-06,2.222432703830225e-06,4.796843250432279e-07,7.413302127734635e-07
6.416525178142053e-06,9.916307668119454e-06,2.17948403987832e-06,3.368266129566444e-06,6.410134412908014e-06,9.906431239192835e-06,2.1782370017243055e-06,3.3663389122402223e-06,2.8787038814875743e-06,4.448902117801252e-06,9.598895140497992e-07,1.483465181135021e-06,2.8760883370174394e-06,4.444859919759756e-06,9.593683944496354e-07,1.4826598149485673e-06
3.207929775394067e-05,4.957359241053478e-05,1.0896770699464822e-05,1.6839779953118532e-05,3.204734886662102e-05,4.952422205733697e-05,1.0890536064995327e-05,1.6830145194662283e-05,1.4393427332210991e-05,2.2244290674467547e-05,4.7994373328478195e-06,7.417301454275495e-06,1.4380349777093912e-05,2.2224080083683255e-05,4.796831745958755e-06,7.413274649885186e-06
6.415028405926607e-05,9.912735278234895e-05,2.1791919347526728e-05,3.367568943130826e-05,6.408639861833862e-05,9.902864150508824e-05,2.1779451467870913e-05,3.365642322941795e-05,2.8786624478486336e-05,4.448803157107949e-05,9.598849072097782e-06,1.4834541780195311e-05,2.8760469786329384e-05,4.4447611388045784e-05,9.593637926101334e-06,1.4826488237767125e-05
0.0003204207285850679,0.0004948499689008444,0.00010889505202142641,0.00016822486705124433,0.00032010179206481775,0.0004943575798960164,0.00010883276790277986,0.00016812866757144,0.00014392391542487142,0.00022241816847742702,4.799322163308167e-05,7.417026383017211e-05,0.00014379315868590282,0.00022221610749891335,4.796716701431567e-05,7.412999877204531e-05
0.0006400234397666278,0.0009877647104291276,0.0002176304061731287,0.0003360718498647342,0.0006393867802966274,0.0009867828029681233,0.0002175059746961637,0.00033587977448409483,0.0002878248157834165,0.000444781372193582,9.598388403470245e-05,0.00014833441530514812,0.0002875633441036116,0.0004443773500545488,9.593177757507059e-05,0.00014825389182340513
0.003169023448516148,0.004867137314043614,0.0010820748562088522,0.0016663369284989678,0.003165886240019564,0.00486233396679884,0.0010814579005478245,0.001665388549623539,0.0014382039466033628,0.0022217100060685103,0.0004798170683588176,0.000741427646701895,0.0014368982588490987,0.002219693883368518,0.0004795566471482531,0.000741025294568791
0.00626746051680448,0.009578629915173775,0.002150322035129623,0.0033021201353535083,0.006261290540619185,0.009569253144476344,0.002149099947615205,0.0033002494798616347,0.0028741099120478033,0.004437936540822173,0.0009593783443778936,0.001482244540620114,0.0028715027067561143,0.004433914241830066,0.0009588577795338417,0.0014814404990193006
0.029344624131350697,0.043908759646350756,0.010357194902660252,0.015716629213308,0.02931669895258719,0.04386769270404443,0.010351420203854753,0.01570794980763787,0.014279098108058753,0.02197206492044432,0.004786677441294396,0.007386856796277345,0.01426622761898179,0.02195234660966439,0.004784085691832391,0.0073828629904888286
0.05552496789197755,0.08186538611293076,0.020075603477509682,0.030214547111555166,0.05547368924006719,0.08179175280989391,0.02006459319328679,0.030198210559716325,0.02833188607790346,0.04340857481489419,0.009547905990458284,0.014713118393757298,0.02830655266079353,0.043370098211438134,0.00954275003735953,0.01470519626886776
0.21729234678736026,0.3004413051226441,0.08750999125431841,0.12711987548017165,0.21711920148776956,0.3002193519662732,0.08746554381921312,0.1270576672399305,0.13305047151837654,0.19720642510203473,0.046738676218484806,0.0712042301974788,0.1329389228728968,0.19704825280112864,0.046713970633195344,0.07116713843103824
0.3591974300670401,0.4726505316616096,0.15741831621277255,0.2224244810986834,0.358946872232141,0.47235992416099626,0.15734336724411666,0.22232460179457708,0.24661487828106438,0.3517892912059178,0.09105827880300003,0.1368036651043815,0.24642429184530495,0.3515408395443684,0.09101142007053609,0.13673530469960637
0.7952661126275751,0.8788671390069753,0.4938765096927277,0.619267184003145,0.7950151245314493,0.8786894805569202,0.4937103225961321,0.6190955522930932,0.7295734157993964,0.8478638344568068,0.3729276012369195,0.5080084973933549,0.7292893536359731,0.8476607104041246,0.3727734013569154,0.5078283050278202
0.9132436418074319,0.9504386784453416,0.69230963608872,0.8020904386477423,0.9131095660205015,0.950359870009958,0.6921448165860649,0.8019547003396988,0.8971195983093249,0.9462785068351189,0.595188906047643,0.7389373570312681,0.8969749301948805,0.9462102980269126,0.595003548732474,0.7387701039000968
0.9912980918112478,0.996213245913253,0.9549905024743959,0.9745924317547332,0.9912769563540668,0.9962026733946281,0.954952779253051,0.9745688195913416,0.9920949681610121,0.9979352691426681,0.9516036709463569,0.9729429933575813,0.9920771182087392,0.9979281719916944,0.9515679497641143,0.9729223515293349
0.9976676168276049,0.9988820253775341,0.9826336295850321,0.9917720102998686,0.9976609702309259,0.998878926495823,0.9826155398114972,0.9917615971159583,0.9993160432344154,0.9999499643749068,0.9817911549310772,0.9926736675037747,0.9993130287263748,0.9999496287836782,0.9817743593687549,0.992663496021002
0.9998118696122711,0.9999023892500475,0.99900778673191,0.999488992650868,0.9998113567571348,0.9999021231570824,0.9990065035421106,0.9994883429358626,0.9999999999039605,0.9999999999946504,0.9999719363871983,0.9999996060835102,0.9999999999029396,0.9999999999945958,0.999971815609677,0.9999996035125971
0.9999338183701246,0.9999656560573774,0.9996535908469388,0.9998202374085426,0.9999336379548934,0.9999655624336562,0.9996531507302947,0.9998200090281258,0.9999999999989999,0.9999999999999416,0.9999999873401387,0.9999999999229925,0.9999999999989883,0.9999999999999397,0.9999999872379857,0.9999999999225948
0.9999941350669929,0.9999969492399264,0.9999693013716244,0.9999840312150591,0.9999941190788212,0.9999969409233633,0.9999692623703788,0.9999840109274264,1.0,1.0,1.0000000000000453,1.0000000000000797,0.9999999999999988,0.9999999999999993,1.0000000000000457,1.0000000000000802
0.9999979267031663,0.9999989177736813,0.9999891474110543,0.9999943348155994,0.9999979210512303,0.9999989148234635,0.9999891336233228,0.9999943276182349,1.0,1.0,1.0000000000000808,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.0000000000000815,1.0000000000000824
0.9999998129837971,0.9999999065810512,0.99999902046082,0.9999995104594767,0.9999998124739792,0.9999999063263836,0.9999990192163609,0.9999995098375386,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
0.9999999401076827,0.9999999732308552,0.9999996860515352,0.9999998596401364,0.9999999399444125,0.999999973157879,0.9999996856526797,0.9999998594618168,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
0.99999999685796,0.9999999989785696,0.9999999835006342,0.9999999946238639,0.9999999968493946,0.9999999989757834,0.9999999834796748,0.9999999946170353,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
0.9999999995910183,0.9999999999542297,0.9999999978431849,0.9999999997574861,0.9999999995899033,0.9999999999541032,0.9999999978404469,0.9999999997571793,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.999999999999998,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000004,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
1.0000000000000002,1.0000000000000004,0.9999999999999983,0.9999999999999983,0.9999999999999999,0.9999999999999988,1.0000000000000007,0.9999999999999999,1.0,1.0,1.0000000000000813,1.0000000000000817,0.9999999999999988,0.9999999999999993,1.000000000000082,1.0000000000000824
